1,0.6309556547829342
8,0.617754249513818
17,0.3497269770579191
20,0.3004097139244665
33,0.6243577872121011
34,0.626206179585381
35,0.5093653595516284
36,0.4857022953373795
37,0.3934475922484621
38,0.644644645353909
45,0.5153755926877271
50,0.6525271394667116
55,0.6906524817773899
60,0.6877337035960143
66,0.6630383325619976
67,0.627809993943242
71,0.6199617663901186
80,0.66921699035322
85,0.6555048305868467
86,0.4246472825965197
95,0.4163592442193223
104,0.6502538871348517
113,0.6491093352463818
123,0.6388544188499368
126,0.3253610901747978
133,0.4201360599020867
141,0.6593952690517892
144,0.6361356115679309
150,0.3375746416022172
152,0.6282305859166792
153,0.3503504505781684
156,0.5655259482378808
159,0.1302172440512556
165,0.20308814252713148
172,0.6283758694867302
182,0.13711060116018914
192,0.6184184953918961
193,0.337122515370289
196,0.624811800949024
202,0.6286790643881158
210,0.6636231251690705
211,0.624098678492052
228,0.07631553624904144
257,0.6333816447330574
260,0.6333816447330574
264,0.6453947471489748
267,0.41703703541450304
279,0.11824709733941013
282,0.6405365297542511
293,0.6623318436422477
299,0.2919438518562661
300,0.4171882521510853
301,0.3124579844833666
317,0.6556559059821311
327,0.6451136776211147
328,0.6597531795687209
335,0.5494172488579191
346,0.309780983658818
348,0.6571539149476918
365,0.6310592151389652
390,0.31088216512212
